drug_1,drug_2,context,label
SUNITINIB,MK-2206,SW837,12.9008253702
SUNITINIB,MK-2206,T47D,14.309170048399999
SUNITINIB,MK-2206,UACC62,34.7432609436
SUNITINIB,MK-2206,UWB1289BRCA1,38.2337891394
SUNITINIB,MK-2206,UWB1289,26.5000621015
SUNITINIB,MK-2206,VCAP,21.1567609202
SUNITINIB,MK-2206,ZR751,14.4497261371
SUNITINIB,MK-4827,A2058,-4.3871786723
SUNITINIB,MK-4827,A2780,-0.9952084947
SUNITINIB,MK-4827,A375,6.120265578300001
SUNITINIB,MK-4827,A427,6.861472441599999
SUNITINIB,MK-4827,CAOV3,-1.3899824696
SUNITINIB,MK-4827,COLO320DM,6.505404882100001
SUNITINIB,MK-4827,DLD1,0.7281409437999999
SUNITINIB,MK-4827,EFM192B,0.9591452856999999
SUNITINIB,MK-4827,ES2,-0.5964485949
SUNITINIB,MK-4827,HCT116,1.8823384215999999
SUNITINIB,MK-4827,HT144,-0.10733779019999999
SUNITINIB,MK-4827,HT29,9.135170372000001
SUNITINIB,MK-4827,KPL1,11.6872908793
SUNITINIB,MK-4827,LNCAP,-18.9548633809
SUNITINIB,MK-4827,LOVO,5.0291328964
SUNITINIB,MK-4827,MDAMB436,0.5032245606
SUNITINIB,MK-4827,MSTO,-7.901669785
SUNITINIB,MK-4827,NCIH1650,-0.8240954054
SUNITINIB,MK-4827,NCIH2122,10.7698039177
SUNITINIB,MK-4827,NCIH23,-4.2577979515
SUNITINIB,MK-4827,NCIH460,-3.6781632759
SUNITINIB,MK-4827,NCIH520,3.2067937654
SUNITINIB,MK-4827,OCUBM,9.272121882
SUNITINIB,MK-4827,OV90,-1.9971984739
SUNITINIB,MK-4827,OVCAR3,13.5739984498
SUNITINIB,MK-4827,PA1,-14.1975678831
SUNITINIB,MK-4827,RKO,-2.6436429244
SUNITINIB,MK-4827,RPMI7951,-13.2215869697
SUNITINIB,MK-4827,SKMEL30,0.6510130233
SUNITINIB,MK-4827,SKMES1,-0.3834474455
SUNITINIB,MK-4827,SKOV3,6.1602463384
SUNITINIB,MK-4827,SW620,5.5692531551
SUNITINIB,MK-4827,SW837,-8.3185379819
SUNITINIB,MK-4827,T47D,17.5945751551
SUNITINIB,MK-4827,UACC62,6.258944747999999
SUNITINIB,MK-4827,UWB1289BRCA1,8.0595836314
SUNITINIB,MK-4827,UWB1289,5.5235534205
SUNITINIB,MK-4827,VCAP,7.6689080638
SUNITINIB,MK-4827,ZR751,11.3894896526
SUNITINIB,MK-5108,A2058,-6.0717543509
SUNITINIB,MK-5108,A2780,0.6170724314
SUNITINIB,MK-5108,A375,12.006719538099999
SUNITINIB,MK-5108,A427,6.192806000599999
SUNITINIB,MK-5108,CAOV3,-5.4901884003
SUNITINIB,MK-5108,COLO320DM,6.506414295700001
SUNITINIB,MK-5108,DLD1,3.0696015370999996
SUNITINIB,MK-5108,EFM192B,-6.1489603425
SUNITINIB,MK-5108,ES2,3.4471323391000004
SUNITINIB,MK-5108,HCT116,11.4341202287
SUNITINIB,MK-5108,HT144,-0.9895723051
SUNITINIB,MK-5108,HT29,7.778488040499999
SUNITINIB,MK-5108,KPL1,9.151675849
SUNITINIB,MK-5108,LNCAP,-24.463143398200003
SUNITINIB,MK-5108,LOVO,1.2719158778
SUNITINIB,MK-5108,MDAMB436,0.7370065834
SUNITINIB,MK-5108,MSTO,2.6294820528
SUNITINIB,MK-5108,NCIH1650,-1.0162528264
SUNITINIB,MK-5108,NCIH2122,-2.1565894618
SUNITINIB,MK-5108,NCIH23,-7.521024776900001
SUNITINIB,MK-5108,NCIH460,-6.1186239064
SUNITINIB,MK-5108,NCIH520,-2.2081299518
SUNITINIB,MK-5108,OCUBM,-11.378353801700001
SUNITINIB,MK-5108,OV90,4.7675511213999995
SUNITINIB,MK-5108,OVCAR3,1.4579005828
SUNITINIB,MK-5108,PA1,4.7142449782
SUNITINIB,MK-5108,RKO,4.8555775444
SUNITINIB,MK-5108,RPMI7951,-14.124513166
SUNITINIB,MK-5108,SKMEL30,2.9130422207
SUNITINIB,MK-5108,SKMES1,-6.9955094901
SUNITINIB,MK-5108,SKOV3,4.7354193867
SUNITINIB,MK-5108,SW620,12.2685861632
SUNITINIB,MK-5108,SW837,-5.099103008
SUNITINIB,MK-5108,T47D,5.5089807747
SUNITINIB,MK-5108,UACC62,4.9063201988
SUNITINIB,MK-5108,UWB1289BRCA1,6.3855434071
SUNITINIB,MK-5108,UWB1289,-0.9922929191
SUNITINIB,MK-5108,VCAP,-2.3368957568
SUNITINIB,MK-5108,ZR751,-2.5357587457
SUNITINIB,MK-8669,A2058,39.694651966
SUNITINIB,MK-8669,A2780,20.3734698072
SUNITINIB,MK-8669,A375,30.1406226081
SUNITINIB,MK-8669,A427,24.1223319917
SUNITINIB,MK-8669,CAOV3,21.1508161985
SUNITINIB,MK-8669,COLO320DM,18.5081234004
SUNITINIB,MK-8669,DLD1,32.9339015851
SUNITINIB,MK-8669,EFM192B,21.234631765499998
SUNITINIB,MK-8669,ES2,35.4860571762
SUNITINIB,MK-8669,HCT116,21.904384382699998
SUNITINIB,MK-8669,HT144,35.0826011566
SUNITINIB,MK-8669,HT29,27.900312638200003
SUNITINIB,MK-8669,KPL1,26.824226189
SUNITINIB,MK-8669,LNCAP,11.211115335
SUNITINIB,MK-8669,LOVO,21.185131131
SUNITINIB,MK-8669,MDAMB436,16.7636947367
SUNITINIB,MK-8669,MSTO,15.3813673525
SUNITINIB,MK-8669,NCIH1650,22.6891209313
SUNITINIB,MK-8669,NCIH2122,31.077788543
SUNITINIB,MK-8669,NCIH23,30.991706767199997
SUNITINIB,MK-8669,NCIH460,27.4067064604
SUNITINIB,MK-8669,NCIH520,19.1695495525
SUNITINIB,MK-8669,OCUBM,15.956805937
SUNITINIB,MK-8669,OV90,24.2219143869
SUNITINIB,MK-8669,OVCAR3,27.824081052100002
SUNITINIB,MK-8669,PA1,29.0313774944
SUNITINIB,MK-8669,RKO,19.3737388524
SUNITINIB,MK-8669,RPMI7951,20.1771052496
SUNITINIB,MK-8669,SKMEL30,27.138186510100002
SUNITINIB,MK-8669,SKMES1,22.2560222837
SUNITINIB,MK-8669,SKOV3,37.9211863362
SUNITINIB,MK-8669,SW620,18.0725055369
SUNITINIB,MK-8669,SW837,7.029566974700001
SUNITINIB,MK-8669,T47D,35.210405476999995
SUNITINIB,MK-8669,UACC62,37.7773847215
SUNITINIB,MK-8669,UWB1289BRCA1,28.9020317524
SUNITINIB,MK-8669,UWB1289,29.613948034
SUNITINIB,MK-8669,VCAP,18.1239840553
SUNITINIB,MK-8669,ZR751,33.322509993400004
SUNITINIB,MK-8776,A2058,26.422538021799998
SUNITINIB,MK-8776,A2780,14.481628714300001
SUNITINIB,MK-8776,A375,29.508245405900002
SUNITINIB,MK-8776,A427,17.5090921255
SUNITINIB,MK-8776,CAOV3,17.7309275333
SUNITINIB,MK-8776,COLO320DM,10.3217075346
SUNITINIB,MK-8776,DLD1,6.7671191122000005
SUNITINIB,MK-8776,EFM192B,0.8295136193000001
SUNITINIB,MK-8776,ES2,5.7716266255
SUNITINIB,MK-8776,HCT116,19.274226558800002
SUNITINIB,MK-8776,HT144,8.4049330417
SUNITINIB,MK-8776,HT29,14.5182862535
SUNITINIB,MK-8776,KPL1,12.70286218
SUNITINIB,MK-8776,LNCAP,-8.4768974838
SUNITINIB,MK-8776,LOVO,3.4116992842
SUNITINIB,MK-8776,MDAMB436,7.149191331
SUNITINIB,MK-8776,MSTO,-10.8248685673
SUNITINIB,MK-8776,NCIH1650,1.516945445
SUNITINIB,MK-8776,NCIH2122,-14.965047717400001
SUNITINIB,MK-8776,NCIH23,-7.600824791699999
SUNITINIB,MK-8776,NCIH460,7.368574187999999
SUNITINIB,MK-8776,NCIH520,8.7469946826
SUNITINIB,MK-8776,OCUBM,8.410700339
SUNITINIB,MK-8776,OV90,0.9329094508
SUNITINIB,MK-8776,OVCAR3,4.9931029663999995
SUNITINIB,MK-8776,PA1,18.859616138299998
SUNITINIB,MK-8776,RKO,0.267995184
SUNITINIB,MK-8776,RPMI7951,-16.667518663699997
SUNITINIB,MK-8776,SKMEL30,10.248024043500001
SUNITINIB,MK-8776,SKMES1,-12.171373595
SUNITINIB,MK-8776,SKOV3,-7.4028158849
SUNITINIB,MK-8776,SW620,10.5061199816
SUNITINIB,MK-8776,SW837,-4.9687522702999996
SUNITINIB,MK-8776,T47D,13.0857145621
SUNITINIB,MK-8776,UACC62,18.8422030962
SUNITINIB,MK-8776,UWB1289BRCA1,-23.0052288376
SUNITINIB,MK-8776,UWB1289,-10.3861387592
SUNITINIB,MK-8776,VCAP,12.0059816987
SUNITINIB,MK-8776,ZR751,5.950419137000001
SUNITINIB,OXALIPLATIN,A2058,-4.4276084266
SUNITINIB,OXALIPLATIN,A2780,-2.9918484185
SUNITINIB,OXALIPLATIN,A375,-5.7538857117
SUNITINIB,OXALIPLATIN,A427,0.164355265
SUNITINIB,OXALIPLATIN,CAOV3,-6.7613997381
SUNITINIB,OXALIPLATIN,COLO320DM,3.1901978843000003
SUNITINIB,OXALIPLATIN,DLD1,-6.125732369600001
SUNITINIB,OXALIPLATIN,EFM192B,-9.7809015829
SUNITINIB,OXALIPLATIN,ES2,-10.7042476701
SUNITINIB,OXALIPLATIN,HCT116,-2.7614344542
SUNITINIB,OXALIPLATIN,HT144,-9.520072906000001
SUNITINIB,OXALIPLATIN,HT29,-2.3814486963999997
SUNITINIB,OXALIPLATIN,KPL1,2.656694213
SUNITINIB,OXALIPLATIN,LNCAP,-9.24294204
SUNITINIB,OXALIPLATIN,LOVO,-3.2214877131999997
SUNITINIB,OXALIPLATIN,MDAMB436,-11.7671854448
SUNITINIB,OXALIPLATIN,MSTO,-10.5772785346
SUNITINIB,OXALIPLATIN,NCIH1650,-6.2087913896
SUNITINIB,OXALIPLATIN,NCIH2122,-7.259412273200001
SUNITINIB,OXALIPLATIN,NCIH23,-18.3491041716
SUNITINIB,OXALIPLATIN,NCIH460,-14.1678708141
SUNITINIB,OXALIPLATIN,NCIH520,-8.1185971848
SUNITINIB,OXALIPLATIN,OCUBM,1.8240650344999998
SUNITINIB,OXALIPLATIN,OV90,-9.5041668252
SUNITINIB,OXALIPLATIN,OVCAR3,-4.338031572799999
SUNITINIB,OXALIPLATIN,PA1,-14.660351412999999
SUNITINIB,OXALIPLATIN,RKO,-11.622449565
SUNITINIB,OXALIPLATIN,RPMI7951,-30.9523677445
SUNITINIB,OXALIPLATIN,SKMEL30,-7.4456096273000005
SUNITINIB,OXALIPLATIN,SKMES1,-1.3074098196
SUNITINIB,OXALIPLATIN,SKOV3,4.6393110018
SUNITINIB,OXALIPLATIN,SW620,-5.1122776291
SUNITINIB,OXALIPLATIN,SW837,-9.7891464256
SUNITINIB,OXALIPLATIN,T47D,4.876805371100001
SUNITINIB,OXALIPLATIN,UACC62,-8.757806777999999
SUNITINIB,OXALIPLATIN,UWB1289BRCA1,2.081146543
SUNITINIB,OXALIPLATIN,UWB1289,4.139080654
SUNITINIB,OXALIPLATIN,VCAP,-4.581335943
SUNITINIB,OXALIPLATIN,ZR751,-4.373484872
SUNITINIB,PD325901,A2058,16.7669354147
SUNITINIB,PD325901,A2780,26.9754236339
SUNITINIB,PD325901,A375,22.8854581875
SUNITINIB,PD325901,A427,20.1454468882
SUNITINIB,PD325901,CAOV3,14.7642492919
SUNITINIB,PD325901,COLO320DM,11.351056630599999
SUNITINIB,PD325901,DLD1,17.8984189018
SUNITINIB,PD325901,EFM192B,17.2386421639
SUNITINIB,PD325901,ES2,29.2467429158
SUNITINIB,PD325901,HCT116,33.4693908696
SUNITINIB,PD325901,HT144,5.88203857
SUNITINIB,PD325901,HT29,14.0149626194
SUNITINIB,PD325901,KPL1,10.0165938995
SUNITINIB,PD325901,LNCAP,-3.5699539017000004
SUNITINIB,PD325901,LOVO,7.4411310437000004
SUNITINIB,PD325901,MDAMB436,13.6248983404
SUNITINIB,PD325901,MSTO,14.4513459021
SUNITINIB,PD325901,NCIH1650,1.0819567372
SUNITINIB,PD325901,NCIH2122,15.483191237
SUNITINIB,PD325901,NCIH23,11.6713353217
SUNITINIB,PD325901,NCIH460,16.3029228064
SUNITINIB,PD325901,NCIH520,10.3336366139
SUNITINIB,PD325901,OCUBM,18.3149441566
SUNITINIB,PD325901,OV90,1.7641951637
SUNITINIB,PD325901,OVCAR3,16.1201443189
SUNITINIB,PD325901,PA1,20.4132083576
SUNITINIB,PD325901,RKO,27.8136258661
SUNITINIB,PD325901,RPMI7951,-4.1697196132
SUNITINIB,PD325901,SKMEL30,11.7676371757
SUNITINIB,PD325901,SKMES1,12.587555679000001
SUNITINIB,PD325901,SKOV3,18.6511872612
SUNITINIB,PD325901,SW620,7.169996910399999
SUNITINIB,PD325901,SW837,4.3805568587
SUNITINIB,PD325901,T47D,22.5188596869
SUNITINIB,PD325901,UACC62,4.8865619114
SUNITINIB,PD325901,UWB1289BRCA1,11.9394536628
SUNITINIB,PD325901,UWB1289,18.6690102298
SUNITINIB,PD325901,VCAP,18.996715006400002
SUNITINIB,PD325901,ZR751,-5.6208224489
SUNITINIB,SN-38,A2058,-5.5737187652
SUNITINIB,SN-38,A2780,4.8501483109
SUNITINIB,SN-38,A375,15.067425475899999
SUNITINIB,SN-38,A427,-0.4973874238
SUNITINIB,SN-38,CAOV3,-1.680760145
SUNITINIB,SN-38,COLO320DM,11.0122004529
SUNITINIB,SN-38,DLD1,5.3496732434
SUNITINIB,SN-38,EFM192B,13.8640144083
SUNITINIB,SN-38,ES2,10.179743752
SUNITINIB,SN-38,HCT116,7.0956575454
SUNITINIB,SN-38,HT144,8.5113135463
SUNITINIB,SN-38,HT29,-2.1301638658
SUNITINIB,SN-38,KPL1,19.421536622999998
SUNITINIB,SN-38,LNCAP,-1.6662947747999999
SUNITINIB,SN-38,LOVO,2.2560472926
SUNITINIB,SN-38,MDAMB436,0.2120827043
SUNITINIB,SN-38,MSTO,5.746203845
SUNITINIB,SN-38,NCIH1650,16.0903668859
SUNITINIB,SN-38,NCIH2122,3.8301297093
SUNITINIB,SN-38,NCIH23,7.3444623911
SUNITINIB,SN-38,NCIH460,19.467907850699998
SUNITINIB,SN-38,NCIH520,2.3000407853000002
SUNITINIB,SN-38,OCUBM,5.866391934299999
SUNITINIB,SN-38,OV90,-6.5576061752
SUNITINIB,SN-38,OVCAR3,6.4671822135
SUNITINIB,SN-38,PA1,-3.0377706004
SUNITINIB,SN-38,RKO,6.468281252100001
SUNITINIB,SN-38,RPMI7951,11.6825734643
SUNITINIB,SN-38,SKMEL30,2.9680631482999997
SUNITINIB,SN-38,SKMES1,18.5849322091
SUNITINIB,SN-38,SKOV3,1.9470295241
SUNITINIB,SN-38,SW620,-1.1749067964
SUNITINIB,SN-38,SW837,1.1955463237000001
SUNITINIB,SN-38,T47D,10.6043338782
SUNITINIB,SN-38,UACC62,9.3086991275
SUNITINIB,SN-38,UWB1289BRCA1,9.1073451481
SUNITINIB,SN-38,UWB1289,-4.7966757832999996
SUNITINIB,SN-38,VCAP,18.6332071198
SUNITINIB,SN-38,ZR751,-14.2701235618
SUNITINIB,SORAFENIB,A2058,-4.8611102782
SUNITINIB,SORAFENIB,A2780,-3.4459529095
SUNITINIB,SORAFENIB,A375,4.2045733451
SUNITINIB,SORAFENIB,A427,3.5856847387
SUNITINIB,SORAFENIB,CAOV3,-6.6088984341999994
SUNITINIB,SORAFENIB,COLO320DM,-0.511372057
SUNITINIB,SORAFENIB,DLD1,1.4551634745
SUNITINIB,SORAFENIB,EFM192B,-3.5741094694
SUNITINIB,SORAFENIB,ES2,2.9837370744
SUNITINIB,SORAFENIB,HCT116,2.1588403863
SUNITINIB,SORAFENIB,HT144,1.8658945799000002
SUNITINIB,SORAFENIB,HT29,-3.3937074789999997
SUNITINIB,SORAFENIB,KPL1,-4.9213062549
SUNITINIB,SORAFENIB,LNCAP,-15.969973321500001
SUNITINIB,SORAFENIB,LOVO,-5.6816871924
SUNITINIB,SORAFENIB,MDAMB436,-7.5071041812
SUNITINIB,SORAFENIB,MSTO,-20.8698737505
SUNITINIB,SORAFENIB,NCIH1650,-1.2026648457
SUNITINIB,SORAFENIB,NCIH2122,-4.0136386936
SUNITINIB,SORAFENIB,NCIH23,-3.9497159636
SUNITINIB,SORAFENIB,NCIH460,-0.08959900220000001
SUNITINIB,SORAFENIB,NCIH520,-1.8121171809999999
SUNITINIB,SORAFENIB,OCUBM,0.6560864114
SUNITINIB,SORAFENIB,OV90,1.1623023657
SUNITINIB,SORAFENIB,OVCAR3,-11.8728758142
SUNITINIB,SORAFENIB,PA1,-4.8206005313
SUNITINIB,SORAFENIB,RKO,-3.7888901055
SUNITINIB,SORAFENIB,RPMI7951,-11.483959233699998
SUNITINIB,SORAFENIB,SKMEL30,5.5231437007
SUNITINIB,SORAFENIB,SKMES1,-9.9700907406
SUNITINIB,SORAFENIB,SKOV3,-6.1106334776999995
SUNITINIB,SORAFENIB,SW620,-2.0354180944999998
SUNITINIB,SORAFENIB,SW837,-8.0320038553
SUNITINIB,SORAFENIB,T47D,6.1544444687999995
SUNITINIB,SORAFENIB,UACC62,3.8546116539999997
SUNITINIB,SORAFENIB,UWB1289BRCA1,-3.0747455410000004
SUNITINIB,SORAFENIB,UWB1289,-1.9248779047
SUNITINIB,SORAFENIB,VCAP,-5.3333252032
SUNITINIB,SORAFENIB,ZR751,-8.2023055248
SUNITINIB,TEMOZOLOMIDE,A2058,3.0209211841
SUNITINIB,TEMOZOLOMIDE,A2780,15.381754078499998
SUNITINIB,TEMOZOLOMIDE,A375,7.8945919275
SUNITINIB,TEMOZOLOMIDE,A427,26.7037249465
SUNITINIB,TEMOZOLOMIDE,CAOV3,-5.808996323500001
SUNITINIB,TEMOZOLOMIDE,COLO320DM,15.941906122
SUNITINIB,TEMOZOLOMIDE,DLD1,10.4201817997
SUNITINIB,TEMOZOLOMIDE,EFM192B,-5.509028117000001
SUNITINIB,TEMOZOLOMIDE,ES2,-1.1732168648
SUNITINIB,TEMOZOLOMIDE,HCT116,18.1607168474
SUNITINIB,TEMOZOLOMIDE,HT144,-6.557315683300001
SUNITINIB,TEMOZOLOMIDE,HT29,10.3187569585
SUNITINIB,TEMOZOLOMIDE,KPL1,6.3194693441
SUNITINIB,TEMOZOLOMIDE,LNCAP,-4.4269954470999995
SUNITINIB,TEMOZOLOMIDE,LOVO,7.4325747785
SUNITINIB,TEMOZOLOMIDE,MDAMB436,6.612727904600001
SUNITINIB,TEMOZOLOMIDE,MSTO,12.7289450302
SUNITINIB,TEMOZOLOMIDE,NCIH1650,-2.1867629072
SUNITINIB,TEMOZOLOMIDE,NCIH2122,4.6999725007999995
SUNITINIB,TEMOZOLOMIDE,NCIH23,-4.1364477468
SUNITINIB,TEMOZOLOMIDE,NCIH460,0.6843239493000001
SUNITINIB,TEMOZOLOMIDE,NCIH520,12.8511305894
SUNITINIB,TEMOZOLOMIDE,OCUBM,-4.1649404964
SUNITINIB,TEMOZOLOMIDE,OV90,0.024275915800000002
SUNITINIB,TEMOZOLOMIDE,OVCAR3,6.128914031
SUNITINIB,TEMOZOLOMIDE,PA1,10.0613988562
SUNITINIB,TEMOZOLOMIDE,RKO,5.9122059996
SUNITINIB,TEMOZOLOMIDE,RPMI7951,-15.692542111199998
SUNITINIB,TEMOZOLOMIDE,SKMEL30,18.7883833192
SUNITINIB,TEMOZOLOMIDE,SKMES1,20.647746146
SUNITINIB,TEMOZOLOMIDE,SKOV3,11.1997858477
SUNITINIB,TEMOZOLOMIDE,SW620,16.4515581655
SUNITINIB,TEMOZOLOMIDE,SW837,-9.0524582419
SUNITINIB,TEMOZOLOMIDE,T47D,0.43269056590000005
SUNITINIB,TEMOZOLOMIDE,UACC62,11.308561698800002
SUNITINIB,TEMOZOLOMIDE,UWB1289BRCA1,1.4691207597
SUNITINIB,TEMOZOLOMIDE,UWB1289,12.5012904512
SUNITINIB,TEMOZOLOMIDE,VCAP,18.0689827452
SUNITINIB,TEMOZOLOMIDE,ZR751,-20.7169210727
SUNITINIB,TOPOTECAN,A2058,-7.8780762106
SUNITINIB,TOPOTECAN,A2780,2.1208672705000002
SUNITINIB,TOPOTECAN,A375,-9.1621080003
SUNITINIB,TOPOTECAN,A427,12.7411235758
SUNITINIB,TOPOTECAN,CAOV3,2.271614328
SUNITINIB,TOPOTECAN,COLO320DM,5.9487303029
SUNITINIB,TOPOTECAN,DLD1,-13.6439585725
SUNITINIB,TOPOTECAN,EFM192B,2.1947020901
SUNITINIB,TOPOTECAN,ES2,-9.1872160318
SUNITINIB,TOPOTECAN,HCT116,-1.0899355831
SUNITINIB,TOPOTECAN,HT144,-6.7792628017
SUNITINIB,TOPOTECAN,HT29,-17.9448803457
SUNITINIB,TOPOTECAN,KPL1,16.2364735359
SUNITINIB,TOPOTECAN,LNCAP,-15.169561695499999
SUNITINIB,TOPOTECAN,LOVO,-2.9779366246
SUNITINIB,TOPOTECAN,MDAMB436,-6.7700407157
SUNITINIB,TOPOTECAN,MSTO,-6.3584782108
SUNITINIB,TOPOTECAN,NCIH1650,9.334123213
SUNITINIB,TOPOTECAN,NCIH2122,1.2839082539
SUNITINIB,TOPOTECAN,NCIH23,-12.0647984776
SUNITINIB,TOPOTECAN,NCIH460,-0.4475443433
SUNITINIB,TOPOTECAN,NCIH520,-0.9329094573000001
SUNITINIB,TOPOTECAN,OCUBM,-4.5014173103
SUNITINIB,TOPOTECAN,OV90,-14.4026422647
SUNITINIB,TOPOTECAN,OVCAR3,-33.068062924
SUNITINIB,TOPOTECAN,PA1,-6.620154513099999
SUNITINIB,TOPOTECAN,RKO,-2.2474499621
SUNITINIB,TOPOTECAN,RPMI7951,-6.236702466100001
SUNITINIB,TOPOTECAN,SKMEL30,6.922829964
SUNITINIB,TOPOTECAN,SKMES1,-5.0059115616000005
SUNITINIB,TOPOTECAN,SKOV3,-11.468618275499999
SUNITINIB,TOPOTECAN,SW620,5.2364787626
SUNITINIB,TOPOTECAN,SW837,-5.680591548
SUNITINIB,TOPOTECAN,T47D,-23.3003190686
SUNITINIB,TOPOTECAN,UACC62,-4.968162568
SUNITINIB,TOPOTECAN,UWB1289BRCA1,-4.0728275867
SUNITINIB,TOPOTECAN,UWB1289,-12.786777495299999
SUNITINIB,TOPOTECAN,VCAP,6.6385373498
SUNITINIB,TOPOTECAN,ZR751,-0.2706123679
TEMOZOLOMIDE,ABT-888,A2058,41.188121854
TEMOZOLOMIDE,ABT-888,A2780,54.418160942200004
TEMOZOLOMIDE,ABT-888,A375,30.2991600315
TEMOZOLOMIDE,ABT-888,A427,29.9477946023
TEMOZOLOMIDE,ABT-888,CAOV3,24.448412606599998
TEMOZOLOMIDE,ABT-888,COLO320DM,7.781057058200001
TEMOZOLOMIDE,ABT-888,DLD1,-0.089774458
TEMOZOLOMIDE,ABT-888,EFM192B,7.757550458
TEMOZOLOMIDE,ABT-888,ES2,9.3607212037
TEMOZOLOMIDE,ABT-888,HCT116,17.0009818535
TEMOZOLOMIDE,ABT-888,HT144,-1.5151808024000002
TEMOZOLOMIDE,ABT-888,HT29,5.9682113558
TEMOZOLOMIDE,ABT-888,KPL1,2.3496115586
TEMOZOLOMIDE,ABT-888,LNCAP,37.166904163000005
TEMOZOLOMIDE,ABT-888,LOVO,1.1154002648
TEMOZOLOMIDE,ABT-888,MDAMB436,42.3109965727
TEMOZOLOMIDE,ABT-888,MSTO,52.3929427626
TEMOZOLOMIDE,ABT-888,NCIH1650,-31.1134569696
TEMOZOLOMIDE,ABT-888,NCIH2122,8.7421296829
TEMOZOLOMIDE,ABT-888,NCIH23,11.95335623
TEMOZOLOMIDE,ABT-888,NCIH460,13.1683536384
TEMOZOLOMIDE,ABT-888,NCIH520,18.9810528042
TEMOZOLOMIDE,ABT-888,OCUBM,64.5057037133
TEMOZOLOMIDE,ABT-888,OV90,5.5646389779
TEMOZOLOMIDE,ABT-888,OVCAR3,31.1801830313
TEMOZOLOMIDE,ABT-888,PA1,43.063520490500004
TEMOZOLOMIDE,ABT-888,RKO,-17.7323650019
TEMOZOLOMIDE,ABT-888,RPMI7951,10.423407257000001
TEMOZOLOMIDE,ABT-888,SKMEL30,20.6605870607
TEMOZOLOMIDE,ABT-888,SKMES1,22.8941543208
TEMOZOLOMIDE,ABT-888,SKOV3,-8.654044670700001
TEMOZOLOMIDE,ABT-888,SW620,19.7796524651
TEMOZOLOMIDE,ABT-888,SW837,-12.7510161189
TEMOZOLOMIDE,ABT-888,T47D,1.87522322
TEMOZOLOMIDE,ABT-888,UACC62,16.7793368305
TEMOZOLOMIDE,ABT-888,UWB1289BRCA1,20.0114586338
TEMOZOLOMIDE,ABT-888,UWB1289,29.5348344732
TEMOZOLOMIDE,ABT-888,VCAP,-32.8791823864
TEMOZOLOMIDE,ABT-888,ZR751,-48.1792860622
TEMOZOLOMIDE,AZD1775,A2058,38.7970173503
TEMOZOLOMIDE,AZD1775,A2780,14.641999784000001
TEMOZOLOMIDE,AZD1775,A375,14.6564073679
TEMOZOLOMIDE,AZD1775,A427,49.380109301800005
TEMOZOLOMIDE,AZD1775,CAOV3,14.2226414403
TEMOZOLOMIDE,AZD1775,COLO320DM,19.9732198899
TEMOZOLOMIDE,AZD1775,DLD1,1.2931594624
TEMOZOLOMIDE,AZD1775,EFM192B,-29.467942430300003
TEMOZOLOMIDE,AZD1775,ES2,-0.106121306
TEMOZOLOMIDE,AZD1775,HCT116,2.0532098424000003
TEMOZOLOMIDE,AZD1775,HT144,4.7725197742
TEMOZOLOMIDE,AZD1775,HT29,15.223003031800001
TEMOZOLOMIDE,AZD1775,KPL1,5.7632823817
TEMOZOLOMIDE,AZD1775,LNCAP,-3.760867345
TEMOZOLOMIDE,AZD1775,LOVO,2.4234879748
TEMOZOLOMIDE,AZD1775,MDAMB436,19.5107949026
TEMOZOLOMIDE,AZD1775,MSTO,30.4450859033
TEMOZOLOMIDE,AZD1775,NCIH1650,12.9475133053
TEMOZOLOMIDE,AZD1775,NCIH2122,3.1221925841000004
TEMOZOLOMIDE,AZD1775,NCIH23,0.7952447548999999
TEMOZOLOMIDE,AZD1775,NCIH460,6.4010867696
TEMOZOLOMIDE,AZD1775,NCIH520,7.3427732464
TEMOZOLOMIDE,AZD1775,OCUBM,21.9931119453
TEMOZOLOMIDE,AZD1775,OV90,4.4122113641
TEMOZOLOMIDE,AZD1775,OVCAR3,19.602347526400003
TEMOZOLOMIDE,AZD1775,PA1,11.8944518557
TEMOZOLOMIDE,AZD1775,RKO,6.7617247567
TEMOZOLOMIDE,AZD1775,RPMI7951,27.887453229200002
TEMOZOLOMIDE,AZD1775,SKMEL30,36.7067733624
TEMOZOLOMIDE,AZD1775,SKMES1,30.4180086069
TEMOZOLOMIDE,AZD1775,SKOV3,21.582125153299998
TEMOZOLOMIDE,AZD1775,SW620,18.647425115
TEMOZOLOMIDE,AZD1775,SW837,7.5730763887
TEMOZOLOMIDE,AZD1775,T47D,-25.593988368
TEMOZOLOMIDE,AZD1775,UACC62,15.4063933798
TEMOZOLOMIDE,AZD1775,UWB1289BRCA1,10.1969812813
TEMOZOLOMIDE,AZD1775,UWB1289,105.53756680040001
TEMOZOLOMIDE,AZD1775,VCAP,24.6342147569
TEMOZOLOMIDE,AZD1775,ZR751,-58.1545534133
TEMOZOLOMIDE,BEZ-235,A2058,19.6709589307
TEMOZOLOMIDE,BEZ-235,A2780,27.797833090300003
TEMOZOLOMIDE,BEZ-235,A375,24.8254176664
TEMOZOLOMIDE,BEZ-235,A427,51.584493593999994
TEMOZOLOMIDE,BEZ-235,CAOV3,37.925464987
TEMOZOLOMIDE,BEZ-235,COLO320DM,34.754993855100004
TEMOZOLOMIDE,BEZ-235,DLD1,11.373510667
